Id,SalePrice
1461,123884.66277526756
1462,154250.5243078374
1463,183379.52514856495
1464,197569.69605560266
1465,190333.66001614725
1466,173737.34481595195
1467,177995.53059016482
1468,166492.7196370975
1469,189560.82038264425
1470,120275.49704151123
1471,181592.8666679473
1472,98210.51101007803
1473,96234.38963093328
1474,145626.99978646816
1475,116556.94453564228
1476,383304.1867927779
1477,250471.8222497602
1478,283021.91649574914
1479,280126.6845852813
1480,526312.5575078017
1481,330562.6359274022
1482,209162.5920781049
1483,171973.4871157122
1484,162656.66637286154
1485,181130.40890822027
1486,192951.3611632053
1487,347089.38488951046
1488,234763.03675727092
1489,202232.46357610956
1490,229835.28285227186
1491,187561.67081062368
1492,95002.23429700335
1493,176732.17756100005
1494,284963.616315073
1495,283307.9804014341
1496,235361.40913621214
1497,181514.4247996402
1498,167244.84234209819
1499,161508.3195395919
1500,157376.12739190704
1501,173622.74930525495
1502,146844.98070479798
1503,294637.75645007275
1504,241956.21414385882
1505,228189.377605443
1506,188164.08721486593
1507,250350.2651082495
1508,195006.65702105244
1509,161503.88793814066
1510,145718.17040035513
1511,150210.2976955662
1512,169715.77559968154
1513,145182.63866362174
1514,152668.1911544542
1515,189652.14951992902
1516,145803.39409207474
1517,169000.7580479566
1518,131930.99270933226
1519,212215.66654079012
1520,131870.74616803462
1521,134781.17681861186
1522,171756.79574417075
1523,115284.03626551446
1524,123830.14915676118
1525,123130.48294245047
1526,113245.54562685665
1527,107036.10604190151
1528,134448.50371854912
1529,152632.8158164539
1530,184305.31638858357
1531,106854.25709043947
1532,95102.36581671644
1533,147192.0256230668
1534,122762.42172565167
1535,145706.96603167919
1536,110191.77066004334
1537,65764.08440814975
1538,144962.7654039493
1539,184758.4551992523
1540,87803.52554185895
1541,143515.2434197124
1542,143495.5097327883
1543,198217.85415074968
1544,83846.26762272074
1545,111556.33561411346
1546,131837.30380758393
1547,134252.5937061294
1548,139535.28252517973
1549,118716.6897615746
1550,136481.3519128723
1551,107622.9152307355
1552,137653.5160919062
1553,144135.75693433857
1554,120588.2397625327
1555,165739.2123908206
1556,88477.49068047688
1557,104817.96216044342
1558,97535.52844354048
1559,72448.687632257
1560,128937.05237787272
1561,123342.46154294256
1562,130636.11383730787
1563,119225.38489973001
1564,156423.32009081333
1565,145038.29352628026
1566,239507.46556977514
1567,76493.04016814676
1568,232153.8981496208
1569,140300.96394329474
1570,135811.92796334982
1571,117940.10244717503
1572,144543.4907706281
1573,235509.7748412313
1574,112856.53962562466
1575,223790.85768156045
1576,247361.34868738492
1577,189815.8557740905
1578,146986.42927730797
1579,143189.97217959916
1580,193685.68231835894
1581,158940.40844548956
1582,128115.07774231551
1583,310676.82253136515
1584,221679.38895663887
1585,140143.22238964975
1586,72339.86472611013
1587,102818.99438321845
1588,152831.4698817923
1589,97652.36172706666
1590,131945.9393979176
1591,92629.27369338716
1592,112367.10139867413
1593,120126.11126520696
1594,133123.88184777723
1595,104076.31485670665
1596,232858.96791071957
1597,191178.11827866168
1598,203536.15936751058
1599,168145.88463564066
1600,156752.2997887212
1601,66351.46826049323
1602,115495.48163796664
1603,70998.32281725228
1604,265577.2713625837
1605,235024.0456841612
1606,168072.14380716183
1607,173061.91691165348
1608,209231.99231150644
1609,188895.20491799794
1610,155643.07923815126
1611,134739.60699001414
1612,165625.466120386
1613,161394.3133867457
1614,123234.94114759608
1615,90321.94493259024
1616,74438.57272807878
1617,90861.38023980985
1618,129785.79365471212
1619,140483.95540831628
1620,157177.53427613102
1621,137134.18149960553
1622,143164.01753338665
1623,261329.83731614664
1624,207962.1639772019
1625,118632.73611795247
1626,163360.23656413786
1627,192643.85729934956
1628,276863.7813075753
1629,179884.98642570613
1630,379486.2169125958
1631,224044.61519457435
1632,238624.59268590045
1633,172631.30260182417
1634,187910.11271626776
1635,175881.84112060402
1636,154840.82939061924
1637,204134.44259752874
1638,181940.96459639585
1639,182186.42558093226
1640,257511.93715147584
1641,179245.04157806584
1642,235131.47083357826
1643,218847.05951486557
1644,235471.19607363787
1645,203669.40438563825
1646,159383.17378604226
1647,154239.1945090171
1648,129945.16813592194
1649,138911.14011239135
1650,115013.79638651459
1651,121270.17512111722
1652,96964.32211033076
1653,99660.06418375656
1654,143898.93324354195
1655,137639.65230059504
1656,141493.71999938408
1657,146547.8236205787
1658,144016.41529269313
1659,124461.25155331651
1660,154690.08964571846
1661,458459.09670972545
1662,416570.7993368652
1663,391598.3485957244
1664,533044.62230366
1665,309882.43271112564
1666,327135.08484077815
1667,394763.5305477324
1668,338272.84924651723
1669,291827.924670022
1670,348031.1894778067
1671,264554.0973027142
1672,452069.7947652436
1673,287552.920412667
1674,243208.12659345608
1675,195594.30766553828
1676,196022.81943413592
1677,220541.4917485533
1678,501434.68279831903
1679,398779.20126955607
1680,346067.5889330255
1681,246009.95848710823
1682,308689.01139122376
1683,187031.22280161607
1684,172924.2299385254
1685,171698.06784012791
1686,168572.50444114368
1687,168991.49086824356
1688,188714.67691918093
1689,192047.8913613481
1690,194877.74471891177
1691,181901.2652596368
1692,255886.96369017492
1693,166503.55090729648
1694,183795.38673547903
1695,167291.59523414104
1696,270514.0566539492
1697,174184.12364709598
1698,355381.4708108171
1699,326287.6494131435
1700,252635.60967833886
1701,265541.0467065204
1702,246300.31762269
1703,247521.031447033
1704,281567.68471849756
1705,234636.06907858903
1706,454698.29530200805
1707,218139.14350453363
1708,209825.5144689731
1709,260562.73242037685
1710,221496.65501663927
1711,261754.12327649503
1712,266404.38490652933
1713,276668.6583714307
1714,225857.87990815446
1715,208934.36088325141
1716,186853.22412078257
1717,174162.06713042487
1718,134471.99716514585
1719,202793.3618691528
1720,239006.6978242232
1721,162453.1735468688
1722,121480.49999059684
1723,152123.56190130906
1724,209032.30319930828
1725,240314.28184716584
1726,186706.20137255033
1727,156511.93563284908
1728,170267.98187055736
1729,166219.0224097755
1730,156892.78533910372
1731,116015.77335653227
1732,132743.8369148239
1733,115060.24459957892
1734,119371.92366460565
1735,125300.09107319865
1736,112408.69346435515
1737,317348.34588203975
1738,242575.25936625327
1739,256498.39333003934
1740,223615.90099219716
1741,196602.20603697145
1742,170310.5319509789
1743,172210.67077817424
1744,326248.9717942922
1745,216994.48597250844
1746,189255.85889732357
1747,217097.25603505515
1748,228834.1170945634
1749,148450.0086790659
1750,128641.7079941147
1751,249840.01318517374
1752,118647.49154761666
1753,145353.4069221604
1754,189129.04601893318
1755,165617.2864066516
1756,130336.75034610165
1757,120625.53921238119
1758,144260.4877660363
1759,158082.30153361987
1760,164762.11977667187
1761,142839.0566262997
1762,178340.64403647295
1763,174269.067863432
1764,116913.97265144088
1765,162437.87829041213
1766,184604.8717580719
1767,220253.31283188553
1768,143910.3799231497
1769,169508.5707485046
1770,149457.64547058148
1771,121115.90340108352
1772,133704.9584360267
1773,130205.80825368804
1774,138417.57281839318
1775,141600.56333661973
1776,125858.20296984112
1777,109896.34782276404
1778,138542.69176611555
1779,118995.19218570864
1780,168853.81360757406
